book_id,rating,number_of_likes
30056820,0,6
10118172,5,43
4028148,5,17
22992,3,94
11364074,2,1
22367070,1,12
281184,3,11
7649307,3,18
28481,2,99
29343986,0,16
24820432,2,0
23363236,3,91
23013875,3,5
19279000,2,19
6536565,3,0
10551102,4,84
18108877,1,8
16043630,2,8
73093,2,4
10844210,4,90
13452967,1,75
214441,1,48
7970273,4,23
16159276,0,33
25809801,1,16
19547736,4,23
102327,3,67
15818254,3,12
39861398,4,11
35151005,5,85
18128119,1,98
12680907,1,46
23999864,1,34
1094933,5,10
45245,5,14
24451026,2,64
16241153,5,23
13565549,4,4
15793074,3,1
2693142,1,15
25733965,0,13
17735,4,16
7781699,4,93
26889832,2,14
33412911,0,22
13510645,1,17
2243804,4,29
18138470,1,53
8517008,5,10
2512103,3,20
75494,1,82
18463195,3,16
23251543,2,18
672655,0,27
12523033,5,67
330721,5,9
18145276,3,90
36462923,0,11
862041,1,20
18068511,4,10
6137724,2,13
55030,1,0
4538,0,15
252783,4,92
2324416,0,32
101255,4,13
470535,2,2
16180308,0,91
38359036,5,16
16687056,1,5
34964865,1,71
8713454,1,86
18520658,1,14
710182,3,9
39666561,4,0
11359454,3,10
132436,5,41
18222840,1,57
81060,1,99
32841039,5,89
26571498,2,2
2890090,3,11
1005680,4,69
106139,4,96
18040004,5,2
17458004,5,8
1059494,5,0
23941312,5,6
13129136,4,20
16451,4,15
411247,4,83
17935878,0,41
235773,5,14
15751980,1,7
11996019,5,6
39907467,5,5
16096686,5,20
728411,0,7
12603698,1,1
13033520,3,14
147746,1,17
16099196,4,94
100366,3,15
442819,1,65
18176562,1,4
12383252,3,20
28251250,1,50
12875355,5,29
77276,3,38
43587154,0,75
450063,2,8
2265,5,57
6589111,5,1
25489214,5,78
18774002,4,36
23529245,3,82
23367265,4,51
14990,5,14
18079492,1,99
8698353,0,12
22514483,0,8
37799327,1,1
40795842,5,94
25377645,2,56
10592898,3,91
13438525,0,59
111044,0,90
30689335,1,0
2233407,2,7
281184,4,11
25000053,2,7
1421046,5,16
34743199,4,42
6550815,3,19
7346882,1,20
11038479,3,36
14296788,2,30
15827731,5,6
38215,4,83
22662559,4,8
10031,0,91
18524000,3,70
13267383,5,14
30813362,2,10
15784968,4,74
24524010,4,31
13633179,1,38
32713781,2,36
24283,1,23
7140917,2,19
18747256,4,20
214856,3,6
7093,4,11
12659042,0,13
16156309,0,18
23870514,1,64
5948592,2,13
39735918,2,11
38619,4,9
432316,4,20
25135802,1,60
15989617,4,54
34933997,5,91
3040050,2,41
36388243,2,9
111819,0,1
7504833,0,5
18747159,4,5
21400742,4,13
18740748,0,65
29847473,2,48
25903764,3,27
18463818,5,26
696110,2,14
20525909,5,64
65350,0,30
24921954,4,73
39101308,1,5
16245726,1,58
18773488,4,6
15790886,1,28
22367524,0,1
807044,3,80
12865922,5,1
6051589,1,7
542414,1,51
316558,4,34
13340970,0,41
28257707,3,89
22548670,2,75
31944911,5,10
23902435,3,7
36463285,3,16
183625,1,10
33783055,0,76
205330,2,62
1132597,3,60
6591459,4,74
11551346,0,26
10748326,2,27
18133689,1,60
20805925,0,7
4689021,0,15
34848207,4,7
160848,3,17
8379374,2,15
23602474,1,20
13645358,5,13
18756550,1,49
13170607,2,19
11983581,2,3
20650531,3,4
26266124,1,8
79787,0,78
82882,4,57
22599585,0,2
23281789,3,13
25573977,5,5
38271712,2,5
12275455,0,14
19477528,0,18
676235,2,1
25720433,4,10
23556291,4,73
16082748,5,31
7742,5,84
9484114,3,3
18813417,1,17
9953281,5,95
9662937,0,46
53617,5,19
18104774,3,64
18713071,0,80
5941233,2,26
8492319,0,17
311095,1,8
22020598,3,16
22816100,3,9
27242578,4,4
338798,5,18
40658081,4,6
39794283,0,8
4583489,4,41
1040935,3,73
31343,4,98
17882444,2,20
23470870,0,17
22060619,2,28
19165659,0,38
994697,0,1
382450,3,74
13372959,3,7
128453,0,34
16133865,3,8
23398629,4,1
36464096,2,22
943817,3,20
35138320,5,20
17561267,1,26
276972,5,22
300946,4,20
47734,5,3
12854661,3,19
28119148,0,78
2331954,0,52
9559404,3,18
34835249,2,1
17288658,5,98
13120464,2,19
12971641,4,43
21942974,3,16
126049,4,94
6372526,1,48
21251323,0,20
16030663,5,40
60411,4,10
7163015,2,17
16125520,0,41
10444,2,21
221626,5,4
1629601,4,50
15823952,3,79
16162561,4,1
34371907,3,2
22953594,5,3
1421046,1,2
359385,4,52
9148598,0,91
697065,1,0
20409841,1,23
183742,4,34
25721483,3,79
11830394,1,10
14060046,1,13
141860,5,87
1481902,4,37
25001131,2,86
858572,4,65
781844,2,15
4412611,4,14
21457758,3,44
6662883,4,12
1439856,3,59
13284773,3,88
18756982,0,12
18327082,5,4
31450756,1,69
18646,0,4
25549355,4,13
19486421,3,56
17452685,1,76
11559063,5,59
61905,3,27
7966160,1,15
9415955,2,7
17979646,3,43
1204341,4,49
23688067,3,9
24711077,3,71
23578,0,44
28110852,1,13
8464957,2,66
17244482,0,55
25733990,5,87
9827912,4,12
16074851,0,99
22668771,4,49
13601681,3,7
12988074,5,13
28107444,0,12
9693759,4,16
295305,5,90
13153411,2,2
176178,0,10
33302709,0,17
177395,5,5
195211,4,14
75060,5,6
22748863,1,3
9578513,1,16
11451160,5,41
208,0,18
337058,5,99
18209402,1,11
23316548,5,17
15733144,4,95
24733803,5,3
12573049,0,76
21481714,0,54
11147422,1,13
27265224,2,67
18955365,5,50
11699055,2,11
17707617,4,19
23122043,1,2
27429680,2,63
19504319,4,14
8099187,4,14
9757264,4,36
25387896,2,1
38359036,5,64
25381851,5,11
22291586,5,4
27169611,1,42
17621376,4,2
6449802,0,17
18681231,2,66
1559625,3,15
29414576,0,0
15305194,5,7
10173501,4,17
17863,4,91
32320661,5,59
15714476,1,42
21422013,3,90
1616461,2,80
16058045,4,86
23308087,4,72
34445870,2,15
12617,3,26
195144,0,39
5982436,3,32
25014,1,10
19294181,5,41
22602899,2,12
40739015,4,82
590327,0,1
38490252,4,4
212615,5,12
15841297,4,18
17279904,2,10
18403921,5,6
16114675,0,5
32930819,5,66
32960684,0,15
288756,2,2
11230,0,13
23304855,4,87
17148140,2,96
849637,0,4
3491640,5,67
12823636,2,18
18523711,1,72
105490,2,13
1321926,0,67
13624,5,14
13037527,3,45
29774026,0,11
15822195,1,75
13029251,1,40
10713781,1,60
643334,4,5
108629,0,8
27424750,2,14
17166774,5,90
23202149,5,26
23517731,1,74
10457171,3,67
7500150,0,0
43087646,2,51
40665653,5,13
13414764,0,10
9676990,2,17
9802066,0,3
15776233,5,44
17910573,1,2
594099,3,84
21841075,5,8
16174525,0,99
165446,3,18
23491885,4,95
25347016,2,5
15823583,5,5
6497928,4,6
32854030,1,13
24812,5,67
16093193,0,29
17158217,5,4
17255435,4,12
7992862,1,9
18809487,1,44
4988599,0,27
2261456,2,14
441618,2,72
346272,3,70
34971796,1,58
8800489,4,4
275245,5,35
6580510,2,47
17211705,0,15
974778,2,19
16117750,5,18
58094,0,79
23845789,1,18
24581363,4,76
21469108,1,43
193659,1,56
9477028,5,48
19543263,3,30
77239,5,67
89208,2,100
12898102,2,8
11026,2,76
16070903,4,10
39071108,3,52
13501083,2,15
36284785,4,7
12925063,5,85
16068973,4,11
13635662,3,98
317647,2,10
159061,3,71
35018914,4,47
39729529,1,18
29069611,4,1
20381546,3,96
29226001,0,4
182381,4,54
968,4,88
2696181,1,56
19400,4,81
18513705,0,14
442785,1,17
2845024,4,55
1054231,2,27
6357994,5,0
18081620,0,20
15781734,1,85
712313,3,50
302998,5,55
16032248,1,3
5200666,0,4
28700,5,1
158479,5,16
5660074,5,1
19083232,5,21
9256414,1,76
18008076,5,34
209576,4,23
17573665,0,83
14069,5,14
214333,4,13
20769219,2,1
23215488,2,0
6324589,0,58
810473,1,5
6898528,3,16
16166080,1,21
24686734,1,18
3656,0,18
3236798,4,65
9842947,5,42
183586,1,89
23015589,2,72
17155039,1,23
11276935,3,92
6307111,1,89
2493,5,38
17567218,1,4
315578,3,40
12994855,1,18
4567115,5,85
551536,4,86
13455553,0,4
7317546,3,20
75234,1,30
16247779,5,4
60885,1,86
29570122,3,0
35892811,5,89
115613,4,74
17694052,0,41
4601215,1,47
29405093,5,19
18775327,5,6
174834,4,12
14999813,1,83
92200,3,77
13260618,2,19
34845079,2,28
24902492,3,24
24718312,2,52
1779929,2,14
29609847,3,10
32071,5,68
12363622,1,81
39729887,0,19
10187685,4,0
10403647,4,69
27843950,4,15
6455318,2,9
6574099,2,20
25673,4,14
19615422,2,49
26244548,1,17
96472,2,99
6927061,4,65
1079220,4,31
7857663,4,82
82965,1,26
25308876,1,89
6596845,0,11
11273366,1,60
23281932,4,59
21565595,5,74
17306969,3,3
85679,3,1
9588207,2,9
38649754,2,43
17877322,1,13
965513,2,9
6340016,0,9
17241431,3,9
47708,0,78
111151,3,83
178204,1,14
20877378,5,6
53064,2,32
28114583,5,16
96833,1,30
6076462,0,57
2033013,3,12
418937,0,7
13077293,3,13
18111068,2,24
8031168,1,22
1181520,3,80
9551700,3,96
27428131,4,78
20320562,2,10
20946280,2,23
18126905,4,0
8192675,1,72
1531610,1,31
7124371,2,19
7157187,0,12
35386392,5,4
5157,5,72
6255949,4,57
29736467,2,86
18761296,5,4
9856011,2,19
16234184,1,64
26192646,3,13
31389365,2,99
346272,2,75
16071764,2,2
35540787,0,54
7614267,3,71
36436246,0,78
105657,3,13
25549355,2,2
6537138,2,59
24889218,0,1
13576691,3,100
21802706,5,7
17185643,1,6
22889746,3,49
394724,5,63
10553215,2,10
9372419,0,8
36306157,0,48
17350387,5,2
9148598,1,9
133547,3,8
28234631,0,26
38467378,5,5
12988102,0,41
23904083,4,12
25382909,0,71
12907444,2,17
13548152,5,98
112754,1,18
7693853,1,1
18393748,3,4
13227268,0,13
16718344,1,59
26022957,4,12
79626,0,84
7977037,0,20
16107839,1,12
28434,5,2
6107,3,71
2834214,5,10
17901131,3,5
28146512,2,41
128495,5,29
17623975,0,9
22585891,5,2
36313,1,41
15775101,5,1
24157427,2,75
297463,1,11
23167721,5,33
15832231,5,5
10429836,3,27
1532027,4,70
38910127,3,3
24324198,0,48
3077578,4,56
11012,0,27
33968767,1,7
7998632,1,27
1222958,4,13
2455376,0,19
30372977,3,98
3304674,3,5
13275639,0,25
12391057,2,81
13574184,2,13
19631,5,20
11389341,5,3
9852529,3,15
17209607,0,14
315578,0,16
13538868,2,13
8849382,5,2
7174468,0,24
135048,3,0
22609358,0,8
35069228,3,46
13160329,3,9
12901365,5,9
578190,5,8
14967,5,6
55096,5,43
21248483,3,65
25377645,1,22
688663,4,2
713798,0,97
17569039,3,92
12398661,4,17
39643759,4,70
30079697,0,56
50148,4,0
25434231,0,3
401528,0,59
552357,5,3
7422957,4,81
14288204,0,1
18072615,1,8
15982274,4,43
26114184,3,65
30062082,5,30
21936937,4,97
17900911,4,1
613792,5,3
18682969,3,13
7439623,0,41
22571611,1,31
13587130,4,90
40491353,2,3
4333469,2,1
1072949,1,31
22052117,5,84
201111,3,64
8253037,2,33
19442074,4,2
20957360,3,12
13249893,2,31
25182801,2,42
7497897,3,17
6077455,3,11
196429,5,76
176839,5,91
918284,5,79
14750021,4,13
183126,4,79
13060609,0,5
25605631,0,18
690067,3,5
18465526,3,27
18805795,5,17
16101023,5,7
665369,1,17
40211080,3,65
830364,1,53
780878,4,4
24767896,4,7
414655,2,29
34715257,2,59
30689335,3,51
20883154,4,35
34234639,5,88
13452847,4,84
12398627,5,61
40541901,2,14
17623569,1,24
42961172,0,17
89231,5,70
21824659,1,27
12813860,0,12
5941233,2,17
20699156,1,5
27391819,0,6
21996359,1,74
39045,1,89
41944265,0,8
29097931,4,6
93134,0,76
18243325,3,93
6855506,0,16
5660074,5,17
35192342,1,36
23911680,2,17
176277,4,16
22522805,5,34
2086132,1,27
19504319,1,50
16087848,5,62
2855010,1,12
37883600,3,46
12408149,4,7
84183,2,66
42630081,5,19
6489288,1,14
6537138,2,12
24673969,2,17
5608404,0,78
29917,4,3
38821046,0,21
40795,1,78
20740634,5,57
25278470,3,69
10031,3,20
11299874,2,2
20744130,4,16
57727,1,93
84136,3,71
7509987,2,35
905254,4,69
13410013,2,20
75234,4,1
20623209,1,26
15708280,3,79
21549148,4,21
23411528,1,39
15802883,1,7
21853628,2,1
181086,0,36
30365409,0,79
1087204,5,15
475166,0,3
12498527,5,19
17456328,1,70
71969,5,89
644655,3,3
316558,1,81
31487,2,6
13484184,1,67
39332185,0,9
13517087,0,29
624838,0,13
30309602,5,15
150253,2,40
592806,1,31
36214229,0,1
8753495,2,18
1397547,5,6
40915703,0,84
781844,0,47
5948912,5,27
23401076,5,7
129619,5,13
702559,1,46
11964221,5,0
8464957,3,64
16165311,4,19
139254,5,16
16065564,5,61
17668267,5,98
8565495,1,9
15733144,1,59
16055662,1,48
10896701,5,66
6296263,5,65
18341369,3,90
35378932,4,43
19292809,4,7
15760897,0,7
3894283,3,86
9435740,4,14
13330370,0,99
782930,1,27
25562497,4,96
17338776,5,7
918284,3,13
2017717,3,13
18291661,0,41
43330,5,16
16107708,4,17
476653,3,75
28147258,4,15
20619926,4,28
17787059,4,9
32600758,4,16
102287,0,13
67885,0,12
12476341,2,8
7312874,0,31
590552,2,10
18965467,3,14
16060862,0,52
9643469,4,6
25812109,3,11
13228177,1,91
390778,2,14
17374118,4,20
30216996,2,0
373009,1,15
18141144,1,58
2769831,0,16
5584081,4,70
153219,0,86
11831627,0,62
116866,2,68
15717298,4,73
96642,4,29
444944,5,84
33869103,5,9
77810,3,2
1038166,0,5
191275,5,70
25585231,3,48
7739803,5,84
17194419,0,83
11010324,1,63
18500233,3,2
1060562,0,8
7940355,1,6
35260159,1,34
18878076,2,49
14435190,3,96
5454,3,16
13576489,1,12
6350887,1,100
22057396,5,53
18077836,5,54
227711,5,1
39092290,1,8
264147,5,18
757104,3,1
11765175,5,100
7998541,2,18
27411345,5,1
23161030,5,42
342445,2,29
17378220,2,72
2877205,5,9
346272,2,77
201547,5,88
6480344,0,83
13447149,0,1
9669445,0,47
22175011,4,67
159061,1,39
18186565,0,45
23291869,3,3
10593908,1,16
18170925,2,30
18615933,1,18
23398961,1,20
6400219,0,4
5055737,3,9
6415619,4,2
187650,1,6
16134439,0,18
24382227,2,10
10101311,0,13
6081686,0,84
28596314,5,10
20653710,4,4
13149420,4,11
25164304,1,2
6140120,3,1
18706030,3,18
78433,1,3
1020102,4,10
569357,5,53
20552507,1,1
14289337,2,68
4558004,0,58
12577549,5,24
21843165,1,6
43719200,0,44
709381,0,6
7090447,2,90
1704719,2,61
584637,5,16
6783128,2,7
51537,2,3
18588607,3,86
22013040,2,20
11978094,4,7
25026469,5,2
16240815,4,42
6319371,5,59
17409485,2,85
16102277,3,21
13110537,2,79
195650,4,92
2877205,4,65
23206345,2,42
17230517,4,15
18137948,2,4
20407756,0,22
25387896,4,5
16150740,1,8
18594448,2,28
27401657,4,15
3017080,5,87
116933,4,2
18868986,2,6
25810500,5,4
33574127,0,19
943817,2,12
36313,5,95
25161347,2,83
19507801,4,55
17331819,0,70
6538757,0,13
12951123,5,10
15845069,2,12
23545800,2,47
13557662,2,7
2827647,4,81
17838885,1,19
43945,5,32
16130366,1,2
6978614,4,3
34903009,2,74
551206,0,20
31625804,3,6
12159331,4,11
12996,4,0
838146,5,1
7095831,0,68
18813006,3,39
22608222,4,16
25721421,0,19
24044142,1,85
22678141,5,49
77318,0,87
547094,2,20
2414846,2,0
99702,2,11
18759708,0,77
8379374,2,21
28700,4,4
4185170,1,5
26118426,5,49
26818454,5,60
14288204,4,19
18634828,4,26
52090,4,18
29097931,1,14
4052982,1,92
5161,0,3
237117,1,8
107664,2,53
37527980,5,3
24520,3,7
19168817,4,12
595911,3,16
6598207,1,1
2059573,3,4
17471114,0,55
17383763,4,88
20347660,0,85
22461120,1,74
17735,1,32
12855169,2,16
25214463,4,12
29102841,3,76
22074044,4,20
13479780,4,3
519137,4,18
21911024,0,13
1001304,0,47
357165,5,49
18483384,1,82
40858,3,82
10871446,5,12
7982855,2,20
102142,4,17
18850688,0,0
25622860,3,52
23517137,5,17
40380340,5,91
6620670,4,18
16000331,3,6
21853642,5,69
1347446,3,14
19405297,0,28
34750379,3,57
449407,3,82
7557262,1,17
25421872,0,56
25756328,2,6
26257689,5,79
26114184,1,52
416108,5,0
13628855,0,4
6782412,1,43
757364,1,11
9722217,0,62
15729128,5,1
2964277,1,4
8663392,2,65
39707352,3,11
18876025,4,69
20623209,4,27
29534432,3,68
836964,4,4
84737,2,2
150104,4,25
15752114,2,26
3152265,3,14
34790371,4,18
22589352,1,7
673216,2,0
18171324,2,17
17910573,1,21
15814479,1,10
21948060,4,12
25692020,2,1
18472019,2,78
21957184,0,16
147602,4,84
16002023,0,5
9588207,3,18
39808517,4,50
23349737,2,7
706011,4,71
3917026,3,55
27970260,2,23
17287766,3,92
17458004,2,66
17193763,4,47
11026,4,0
16086479,5,28
20893533,4,0
16109790,1,56
6202108,0,0
12247405,0,8
8732892,5,68
12452420,5,45
16146206,2,18
35562918,1,13
17610746,2,46
27409882,5,0
5212,0,33
122967,5,3
6801595,1,15
23367261,5,82
10917,2,18
17560419,5,48
4204981,0,91
32927239,1,23
317647,2,25
13423215,0,87
30213131,2,32
15759752,4,39
5778773,1,46
15808699,3,7
18521708,1,13
144800,0,15
8754447,5,28
378164,0,89
25573977,2,38
17853573,1,15
41021293,0,11
139986,3,2
21518013,1,18
9758587,3,0
837501,5,8
248632,2,65
23265739,5,90
13414151,0,69
16133166,3,81
11888689,0,9
206868,2,18
828387,2,7
6559232,3,98
589118,0,24
47953,4,16
17333460,4,19
26242618,3,12
16133025,3,54
10428708,3,7
195144,1,30
19045228,0,0
13638570,2,76
3281831,5,48
18490649,4,19
41883395,3,11
2769817,3,98
13629228,4,21
16243990,2,75
302176,4,66
408147,1,12
3511318,3,14
22324253,2,31
23288809,2,54
32620317,3,13
4370,5,95
910668,5,10
19548967,3,2
9756346,2,18
23288742,0,8
34839067,2,11
133486,1,8
470535,0,41
11467160,0,74
377889,1,9
6217775,3,24
498904,4,13
35926246,3,43
16059376,1,57
28561501,0,99
22464233,0,86
91253,1,2
16122786,1,66
22718727,4,8
656,5,29
16125281,4,75
40037485,2,97
133914,2,10
473421,5,16
225981,4,4
17409485,4,42
25843420,2,15
27208,3,9
19314428,2,91
141372,5,0
25489134,4,66
6555517,1,36
17840732,4,58
51537,0,2
39988,5,47
40681717,3,67
15810471,3,23
7779757,1,22
21518344,0,10
18096354,1,10
18159949,0,68
15712681,2,59
5773667,4,15
6101388,5,5
334123,4,56
18111107,1,58
197750,4,58
973196,5,91
23269575,4,17
1893408,0,5
249,0,29
12962759,5,72
11349877,3,96
13058637,1,29
31681371,3,71
20519005,1,26
22030490,5,1
18807424,1,8
7041181,1,32
18485973,2,78
1603125,4,78
11640957,2,7
22802230,2,8
6280641,0,82
122967,4,25
23223495,1,35
13056200,5,4
18240522,1,58
872415,5,15
37840670,0,57
33362126,4,4
226556,0,16
24953051,5,11
34321836,4,100
13416481,2,3
295305,3,78
23495112,5,20
2350460,1,70
10867,1,4
34750134,0,12
25131078,0,99
31538647,3,18
22609396,0,12
1096582,5,94
18658071,1,94
13120464,0,97
2946919,1,32
348518,5,97
16094728,2,34
36264003,3,17
33977478,4,9
374388,2,7
20826926,4,64
13340970,0,9
19225996,2,59
41637836,3,16
17214420,2,86
13575541,5,71
11455923,5,3
23647121,1,82
33607640,5,3
636026,5,46
31351689,5,49
18523601,5,77
7317487,5,84
35691529,0,47
139417,0,27
13062645,1,13
18453874,2,77
36426163,3,88
11995902,1,0
2212213,0,34
12948,0,5
13401584,0,22
10797823,5,44
18281809,1,55
17934498,3,9
592089,5,67
15792358,3,15
44309,4,2
22571272,0,67
1372693,5,8
346607,3,59
111384,4,26
18126905,4,3
29847473,3,11
12962345,2,12
42630081,2,11
22399,0,79
11788404,5,40
25387552,2,32
17570892,1,18
12053537,4,23
3585344,1,10
11978094,0,16
22088405,0,27
30323240,4,12
31368976,0,8
18250437,2,17
568592,1,16
22744664,1,30
1103544,0,26
18069353,3,40
5886,5,17
112803,0,13
1063598,5,65
21825761,0,38
157985,1,48
24901891,4,26
3614157,3,7
219557,5,38
363449,1,8
15792218,5,16
34253282,5,93
254262,1,85
37800620,5,16
28491574,2,15
9852529,2,17
165446,5,19
21796060,4,23
18107522,1,69
2855010,2,9
6589111,0,66
643334,0,25
4952,4,48
296384,1,78
8144743,4,20
6340016,2,9
23911680,3,75
28439738,1,9
1280960,2,14
31933798,0,3
2999282,4,85
2084776,4,7
472968,4,7
74862,1,20
127632,4,10
298523,1,61
25733835,0,47
21825761,0,89
24890845,4,11
243397,1,6
26071568,4,29
121406,5,30
35407312,4,57
5303134,1,81
13506510,0,96
13347486,3,36
35423827,3,20
20801965,5,47
32179015,3,4
24647866,1,65
77699,4,13
20447658,3,14
6522887,4,13
792161,4,19
1606784,1,50
21480819,3,2
227443,1,3
3860977,2,7
27882492,0,79
9541839,3,36
411482,5,4
33861739,4,100
16120370,2,60
43427470,3,17
22820335,1,8
16233465,5,5
1062304,0,5
13498089,2,87
2461776,3,0
33815781,1,65
386254,4,73
9475240,3,62
14061957,5,11
276123,4,3
8262408,2,93
12275484,4,94
183625,5,18
49443,3,17
6271063,2,39
8565888,3,26
18196327,3,3
15704830,2,9
7841179,1,82
1612379,5,7
11735983,2,1
15843166,1,1
15756076,3,17
6891728,2,96
48974,4,9
84146,2,97
10161265,0,20
90160,2,36
276972,5,16
556136,2,93
6054132,5,10
2181667,0,84
28807752,4,95
7614267,2,9
20696032,0,11
15810406,0,67
33830437,3,2
1414,4,92
11150550,0,9
22472399,4,6
23379188,1,10
10752154,2,14
10092502,2,14
25431172,4,14
18007522,2,3
24300137,3,10
1410320,5,67
18715358,0,97
18663492,5,10
9703097,2,11
6071981,0,75
22845353,4,7
15954544,5,77
25438044,0,64
6033480,5,20
16129915,2,4
336245,2,95
252502,0,15
6504968,3,46
25431172,2,14
23470870,4,50
23590726,4,20
30119,5,64
41822,4,2
16161561,3,20
12998673,5,64
1246526,2,1
43928,2,62
7507951,5,21
20613624,5,15
17857998,1,3
18160365,0,67
8296140,4,73
707304,3,67
12448,3,34
699179,0,14
8141083,0,57
10203130,3,67
8709640,2,13
20493997,5,26
772739,2,93
68146,2,0
235773,0,1
6918930,5,50
6670287,1,98
925697,0,94
24514259,2,16
22399,1,11
153540,4,60
344623,4,34
12988047,0,26
5822279,4,5
16150458,1,30
227570,4,12
644655,3,56
20407204,1,54
6077455,5,14
38107669,2,0
18008076,1,31
11512718,4,56
232459,2,26
7864437,1,7
12074904,2,13
44185,4,16
659469,1,54
13380932,3,57
107291,4,16
22030490,2,71
39098266,0,9
17735,4,51
127671,4,14
11806716,3,19
36484081,1,7
20402750,2,56
20740634,5,71
12439950,1,10
9785202,1,12
11026,1,16
33401177,0,0
43602037,5,67
169510,2,12
20663769,1,10
1475239,0,65
14743629,0,40
17840262,0,16
11378691,1,12
2951911,3,7
22543699,4,54
21481714,1,82
9799,1,66
13518058,3,73
18710035,3,49
276972,3,16
21841075,4,15
25167846,0,3
25716667,1,52
33363,4,2
378920,1,44
40948565,3,15
27863344,3,18
18044412,4,98
366227,3,14
20725166,2,20
21527208,2,9
7627019,3,19
186031,4,53
825750,2,20
1335568,5,8
8728017,5,92
1422926,0,74
9777134,3,6
73860,3,5
15869682,5,14
18096354,4,91
2112237,1,2
25313505,5,4
10626639,5,100
10950666,0,61
6942484,4,22
7160178,1,9
17260056,3,8
25302294,4,76
54741,2,90
6537138,2,66
77829,2,2
17831617,0,12
20426102,1,57
32860040,1,12
80890,0,1
10752154,0,13
5928862,1,10
20826926,3,99
65297,3,7
15808829,1,92
20816749,4,89
1982533,3,7
26138446,2,10
714569,4,11
36458552,5,17
33916341,1,68
39983507,0,65
1225261,2,11
6275416,1,20
11488123,0,100
13484443,1,20
5773667,4,88
30043,2,3
18111057,3,19
348564,1,62
349090,3,73
21565595,3,61
32992632,0,20
7443064,5,96
771507,3,0
5960236,3,9
39540,4,22
12871232,3,95
7828783,1,64
6275416,3,11
1293450,4,4
33133783,5,7
775083,2,11
17165980,0,1
486324,3,76
6905480,4,12
843989,1,82
446813,3,69
15788244,0,20
18210070,5,9
17333180,5,13
788875,4,38
15989617,3,66
8786358,2,85
600567,5,50
456057,0,63
34898,0,75
35525010,3,17
40212272,2,63
41536,1,15
11455148,2,62
18281809,4,17
23281652,4,29
17258881,3,4
425374,3,51
59829,2,88
7203690,4,6
823411,3,61
6609714,3,22
126077,3,70
7124925,0,17
17586489,1,12
18453074,3,19
112286,3,94
11788444,0,50
9639150,1,11
22751611,2,12
25954119,4,77
8571791,5,26
5166,4,82
100910,2,10
17602565,4,92
30363088,0,14
17928233,4,11
17697611,5,15
11150550,3,62
27796312,5,99
8074967,4,16
22396311,4,9
11000766,2,28
773454,3,35
519112,4,48
7656016,5,21
15927534,1,96
23349737,4,24
11334430,0,2
61179,0,14
12833037,2,17
710182,4,15
32713781,5,85
18487189,1,82
25387188,5,28
5554803,1,17
15755407,0,89
138685,5,34
15818555,3,69
12953537,2,26
18104774,0,69
42359,4,87
41457,1,68
476103,4,86
26109041,5,2
1044816,3,18
18138470,1,26
32565675,2,2
7654939,1,78
16050872,4,70
2408602,0,2
23899848,2,92
24536832,2,7
24552096,4,71
28216786,3,65
1290383,2,12
491922,1,13
31257244,3,4
23281749,2,100
23218582,2,58
6774979,0,19
18759329,4,11
11918,4,48
18663248,3,12
38198606,4,22
26828161,3,100
175030,2,45
17156734,5,81
20908097,3,77
703847,5,10
129521,2,7
42740014,1,38
11053270,1,10
4328865,4,10
22046488,1,79
17317995,1,14
16111036,0,8
11367737,2,55
19095025,2,72
3831279,3,70
31180248,3,15
37076222,3,10
761668,4,8
6538757,0,6
18590443,1,88
25868425,5,24
25148,0,12
10156959,2,8
16111504,0,13
32289,4,80
15726780,5,15
20518655,5,9
18490609,2,93
18880706,0,76
10897866,3,19
16280494,2,97
12483970,1,89
10954798,1,38
30315,3,0
11627,5,74
706360,2,53
20582519,5,71
23215488,4,23
18463070,2,14
676003,1,8
22291586,3,21
5404,1,83
168713,4,100
18673607,4,66
65959,2,5
762732,3,83
593152,5,81
11383730,3,21
23602473,4,6
26832111,5,71
25558955,2,0
65459,2,5
782854,3,97
42170446,1,20
1566053,3,99
15757183,4,5
2208499,2,71
20647357,5,24
18652645,4,7
22674105,3,9
28164650,2,98
17153941,2,84
27161156,1,13
13560376,5,85
318335,0,39
23664877,4,36
38551054,1,56
15844032,2,6
6898528,5,8
16152057,4,12
13324895,0,13
11451865,5,1
10984503,0,100
27863344,5,5
397867,3,18
13063813,1,1
7242100,2,9
12594400,5,66
42768666,2,0
13519964,5,36
8258519,5,3
16173625,0,4
143534,3,89
17698410,0,19
7252,5,11
13574184,0,6
41396759,4,2
43401,2,3
13830,3,26
12645010,4,93
17866941,5,9
7371,3,28
25110927,1,53
32622208,3,41
124429,5,4
30977692,4,38
43993,4,3
12087779,4,10
18296016,2,89
18367156,1,39
28412569,0,0
7510368,1,41
1059494,1,57
17860700,2,88
22086463,3,15
22822947,4,3
22038012,4,88
19232177,5,1
40172073,5,2
25772853,5,12
32941909,4,5
30315702,1,5
37785963,3,90
17167208,5,20
330694,0,2
11901,5,34
10767990,5,66
6606144,2,1
22833921,0,76
30091182,1,39
481821,3,34
26114291,3,14
57951,0,9
24936713,3,7
12994855,3,89
449407,5,51
427353,4,17
1169991,3,64
39692,0,7
22824968,5,10
37540341,4,48
16107,4,85
18807424,3,48
8428157,3,29
20486495,0,15
36443116,4,53
1609224,4,90
1429082,1,4
28660,3,86
17622948,2,19
26883206,1,80
33808,5,50
686717,1,81
